artist_name,artist_slug,genius_artist_id,song_id,title,lyrics,url,featured_artists,english_only_text,n_english_lines,n_total_lines,english_ratio,english_word_count
Aaron Yan,aaron_yan,2077182,6324941,1/2 (One Out of Two),"有沒有發現另外二分之一的溫柔
在這距離中 在這目光中
I don't want to lose your love
No matter how I try, I just can't really read your mind
你有沒有愛過我 你有沒有愛過我 Oh baby
這兩個我都太不及格 各說一半的承諾
讓我全部對妳 浪漫地自首
Could you be the one I'm waiting for?
從我遇見你那天起 I lose myself in you completely
一半天真 一半成熟 在我心中
I really want to know, I really want to know
一半溫暖 一半冷漠 看在妳眼中
讓我再看一眼 I wanna feel your true love

有沒有發現另外二分之一的溫柔
在這距離中 在這目光中
I don't want to lose your love
No matter how I try, I just can't really read your mind
你有沒有愛過我 你有沒有愛過我 Oh baby
當那個我已忘了快樂 是妳笑容提醒我
要我看清自己最初的輪廓
You're the one I have been waiting for
當你陪在我的身邊 I see the brightest stars in the sky
一半天真 一半成熟 在我心中
I really want to know, I really want to know
一半溫暖 一半冷漠 看在妳眼中
讓我再看一眼 I wanna feel your true love

有沒有發現另外二分之一的溫柔
在這距離中 在這目光中
I don't want to lose your love
No matter how I try, I just can't really read your mind
你有沒有愛過我 你有沒有愛過我 Oh baby

妳讓那一半的我 找回這一半的我
For all the times that I felt I've been all alone
Causе love takes two, you bettеr show me your heart, baby
有沒有發現另外二分之一的溫柔
在這距離中 在這目光中
I don't want to lose your love
No matter how I try, I just can't really read your mind
你有沒有愛過我 你有沒有愛過我 Oh baby",https://genius.com/Aaron-yan-1-2-one-out-of-two-lyrics,G.NA,"I don't want to lose your love
No matter how I try, I just can't really read your mind
Could you be the one I'm waiting for?
I really want to know, I really want to know
讓我再看一眼 I wanna feel your true love
I don't want to lose your love
No matter how I try, I just can't really read your mind
You're the one I have been waiting for
當你陪在我的身邊 I see the brightest stars in the sky
I really want to know, I really want to know
讓我再看一眼 I wanna feel your true love
I don't want to lose your love
No matter how I try, I just can't really read your mind
For all the times that I felt I've been all alone
Causе love takes two, you bettеr show me your heart, baby
I don't want to lose your love
No matter how I try, I just can't really read your mind",17,39,0.4358974358974359,157
Aaron Yan,aaron_yan,2077182,7385401,Vacation,"Every time I see ya
Always looking so tired
I know you got them deadlines
Seems like you're always on the grind
Once in a while you need to
Take a break from working overtime
Few days or a week can help to ya
Relax let me help ya clear your mind
Just pack your bags
Don't worry bout how we gonna get there
I got it all figured out
We’re gonna have a good time
I think you need a vacation
Vacation
We’re gonna have a good time
I said let’s take a vacation
Vacation
We're gonna chill all day
We're gonna chill all night
No need to rush I tell ya
Just breathe girl we can slow it down
Don’t gotta stress bout nothing
I'll take care of you, gonna be fine
Once in a while you need to
Take a break from working overtime
Few days or a week can help to ya
Relax let me help ya clear your mind
Just pack your bags
Don't worry bout how we gonna get there
I got it all figured out
We’re gonna have a good time
I think you need a vacation
Vacation
We’re gonna have a good time
I said let’s take a vacation
Vacation
We're gonna chill all day
I think you need a vacation
Vacation
We’re gonna have a good time
I said let’s take a vacation
Vacation
We're gonna chill all day
We're gonna chill all night",https://genius.com/Aaron-yan-vacation-lyrics,,"Every time I see ya
Always looking so tired
I know you got them deadlines
Seems like you're always on the grind
Once in a while you need to
Take a break from working overtime
Few days or a week can help to ya
Relax let me help ya clear your mind
Just pack your bags
Don't worry bout how we gonna get there
I got it all figured out
We’re gonna have a good time
I think you need a vacation
Vacation
We’re gonna have a good time
I said let’s take a vacation
Vacation
We're gonna chill all day
We're gonna chill all night
No need to rush I tell ya
Just breathe girl we can slow it down
Don’t gotta stress bout nothing
I'll take care of you, gonna be fine
Once in a while you need to
Take a break from working overtime
Few days or a week can help to ya
Relax let me help ya clear your mind
Just pack your bags
Don't worry bout how we gonna get there
I got it all figured out
We’re gonna have a good time
I think you need a vacation
Vacation
We’re gonna have a good time
I said let’s take a vacation
Vacation
We're gonna chill all day
I think you need a vacation
Vacation
We’re gonna have a good time
I said let’s take a vacation
Vacation
We're gonna chill all day
We're gonna chill all night",44,44,1.0,243
Aaron Yan,aaron_yan,2077182,7385404,I’ll be on Mars,"You there
Can you hear me clear now?
Hey, I'm still here
I can't breathe
It's hard to see
Through all the smoky air
Oh this is how I feel
If I were
Left on Mars
It would be just like this
Just waiting to be heard
It's so cold out there
When some one said
I just laughed and said 'No way'
Thinking I'll be just fine
But they were right
Tell me if you know the way
Out of here
Oh it's so far
But there's some hope
That someone's gonna find me one day
It's so off chart
And still unknown
Till thе radar catches the star of red
I'll bе on Mars
I'll be on Mars
I don't know why
I feel so light
I miss your gravity
Pulling me close and tight
Through the ice
Piled up high
I'm looking for the sign
That someone's still are there
When it gets hot it burns like the hell
I can feel my heart swell
Yeah I'm barely breathing
But I'm alive
When will I find the way out of here
Oh it's so far
But there's some hope
That someone's gonna find me one day
It's so off chart
And still unknown
Till the radar catches the star of red
I'll be on Mars
I'll be on Mars
Yeah I'm going find my way
I'm missing air
Like I missed you
I know
I won't survive without
Your love
Your heart
Was home to me
But now I'm lost
And don't know I'll be found
Oh it's so far
But there's some hope
That someone's gonna find me one day
It's so off chart
And still unknown
Till the radar catches the star of red
Oh it's so far
But there's some hope
That someone's gonna find me one day
It's so off chart
And still unknown
Till the radar catches the star of red
I'll be on Mars
I'll be on Mars",https://genius.com/Aaron-yan-ill-be-on-mars-lyrics,,"You there
Can you hear me clear now?
Hey, I'm still here
I can't breathe
Through all the smoky air
Oh this is how I feel
If I were
It would be just like this
Just waiting to be heard
It's so cold out there
When some one said
I just laughed and said 'No way'
Thinking I'll be just fine
But they were right
Tell me if you know the way
Out of here
But there's some hope
That someone's gonna find me one day
It's so off chart
And still unknown
Till thе radar catches the star of red
I'll be on Mars
I don't know why
I feel so light
I miss your gravity
Pulling me close and tight
Through the ice
Piled up high
I'm looking for the sign
That someone's still are there
When it gets hot it burns like the hell
I can feel my heart swell
Yeah I'm barely breathing
But I'm alive
When will I find the way out of here
But there's some hope
That someone's gonna find me one day
It's so off chart
And still unknown
Till the radar catches the star of red
I'll be on Mars
I'll be on Mars
Yeah I'm going find my way
I'm missing air
Like I missed you
I know
I won't survive without
Your love
Your heart
Was home to me
But now I'm lost
And don't know I'll be found
But there's some hope
That someone's gonna find me one day
It's so off chart
And still unknown
Till the radar catches the star of red
But there's some hope
That someone's gonna find me one day
It's so off chart
And still unknown
Till the radar catches the star of red
I'll be on Mars
I'll be on Mars",64,71,0.9014084507042254,300
Aaron Yan,aaron_yan,2077182,7385402,Get 2 U,"I’m just trying to understand
Won’t you let me in see all that I am
I just wanna hold your hand
Don’t care where you been let me be your man
There’s no need to hide
Gonna make you mine
When we’re together stars will shine baby
It’s so hard to find
We’re two of a kind
Cuz we got that type of love
Tell me what can I do
Show you we’ll make it through
All of life’s up and downs
There ain’t no mountains we can’t climb
Tell me what can I do
Keep these promises I’ll stay true
One day I will Get 2 U
Babe I still rеmember when
Had you nеxt to me when I had my chance
Reaching out to hold your hand
No matter where you go beside you I will stand
There’s no need to hide
Gonna make you mine
When we’re together stars will shine baby
It’s so hard to find
We’re two of a kind
Cuz we got that type of love
Tell me what can I do
Show you we’ll make it through
All of life’s up and downs
There ain’t no mountains we can’t climb
Tell me what can I do
Keep these promises I’ll stay true
One day I will Get 2 U
There’s no need to hide
Gonna make you mine
Tell me what can I do
Show you we’ll make it through
All of life’s up and downs
There ain’t no mountains we can’t climb
Tell me what can I do
Keep these promises I’ll stay true
One day I will Get 2 U
One day I will Get 2 U",https://genius.com/Aaron-yan-get-2-u-lyrics,,"I’m just trying to understand
Won’t you let me in see all that I am
I just wanna hold your hand
Don’t care where you been let me be your man
There’s no need to hide
Gonna make you mine
When we’re together stars will shine baby
It’s so hard to find
We’re two of a kind
Cuz we got that type of love
Tell me what can I do
Show you we’ll make it through
All of life’s up and downs
There ain’t no mountains we can’t climb
Tell me what can I do
Keep these promises I’ll stay true
One day I will Get 2 U
Babe I still rеmember when
Had you nеxt to me when I had my chance
Reaching out to hold your hand
No matter where you go beside you I will stand
There’s no need to hide
Gonna make you mine
When we’re together stars will shine baby
It’s so hard to find
We’re two of a kind
Cuz we got that type of love
Tell me what can I do
Show you we’ll make it through
All of life’s up and downs
There ain’t no mountains we can’t climb
Tell me what can I do
Keep these promises I’ll stay true
One day I will Get 2 U
There’s no need to hide
Gonna make you mine
Tell me what can I do
Show you we’ll make it through
All of life’s up and downs
There ain’t no mountains we can’t climb
Tell me what can I do
Keep these promises I’ll stay true
One day I will Get 2 U
One day I will Get 2 U",44,44,1.0,276
Aaron Yan,aaron_yan,2077182,7385403,Who Do You Think You Are,"Who do you think you are
Some kind of superstar and
Who do you think you are
You're just a liar liar
I gave you a wink you gave me a stare
But now it seems you don't even care
You flip your hair
Like you're just messing with my head
(oh oh oh)
You got up and said
(oh oh oh )
It's getting late and left me
(oh oh oh)
Got me turning red
But I think instead
Let me set this straight right now
Who do you think you are
Some kind of superstar and
Who do you think you are
You're just a liar liar
Who do you think you are
Think this has gone too far
Now I'll just walk away
(woah … )
(who who who) do you think you are
(woah … )
(who who who) do you think you are
On my way to work no worries at all
But then I keep on getting your calls
Hang up ignore
Cuz I know you're just playing games
(oh oh oh)
In it for the fame
(oh oh oh)
You should be ashamed yea
(oh oh oh)
Tired of all your claims
I see through this shit
Gonna tell the world right now
Who do you think you are
Some kind of superstar and
Who do you think you are
You're just a liar liar
Who do you think you are
Think this has gone too far
Now I'll just walk away
(woah … )
(who who who) do you think you are
(woah … )
(who who who) do you think you are
Who do you think you are
Some kind of superstar and
Who do you think you are
You're just a liar liar
Who do you think you are
Think this has gone too far
Now I'll just walk away
Gonna tell the world right now
Who do you think you are
Some kind of superstar and
Who do you think you are
You're just a liar liar
Who do you think you are
Think this has gone too far
Now I'll just walk away
(woah … ) I don't give a damn
(who who who) do you think you are
(woah … ) I'll just walk away
(who who who) do you think you are",https://genius.com/Aaron-yan-who-do-you-think-you-are-lyrics,,"Who do you think you are
Some kind of superstar and
Who do you think you are
You're just a liar liar
I gave you a wink you gave me a stare
But now it seems you don't even care
You flip your hair
Like you're just messing with my head
You got up and said
It's getting late and left me
Got me turning red
But I think instead
Let me set this straight right now
Who do you think you are
Some kind of superstar and
Who do you think you are
You're just a liar liar
Who do you think you are
Think this has gone too far
Now I'll just walk away
(who who who) do you think you are
(who who who) do you think you are
On my way to work no worries at all
But then I keep on getting your calls
Hang up ignore
Cuz I know you're just playing games
In it for the fame
You should be ashamed yea
Tired of all your claims
I see through this shit
Gonna tell the world right now
Who do you think you are
Some kind of superstar and
Who do you think you are
You're just a liar liar
Who do you think you are
Think this has gone too far
Now I'll just walk away
(who who who) do you think you are
(who who who) do you think you are
Who do you think you are
Some kind of superstar and
Who do you think you are
You're just a liar liar
Who do you think you are
Think this has gone too far
Now I'll just walk away
Gonna tell the world right now
Who do you think you are
Some kind of superstar and
Who do you think you are
You're just a liar liar
Who do you think you are
Think this has gone too far
Now I'll just walk away
(woah … ) I don't give a damn
(who who who) do you think you are
(woah … ) I'll just walk away
(who who who) do you think you are",59,69,0.855072463768116,355
Aaron Yan,aaron_yan,2077182,7385398,Do u think of me,"I can’t tell if you want me
But I can tell you I want cha
I know I can make you happy
Give you my sweet love
Won’t let go of your hand
I wanna be be your man
Tell me baby that you need me
Give you my sweet love
See these haters all around
They tryna break us down
Break us down break us break us
Don’t let wasted time
Pass us by tell me now
Do you think of me when I think of you
Are you feeling me yea I think you do
We’re gonna find our way
Don’t care bout what they say
Oooooooh
Do you think of me when I think of you
Can you feel the heat yea I think you do
Cuz we’ll be on our way
Ain’t worry bout what they say
Oooooooh
Listen now best believe me
There’s so much I wanna show ya
All I wanna do is make you happy
Give you my sweet love
Won’t let go of your hand
I wanna be be your man
I know baby that you need me
Give you my sweet love
See these haters all around
They tryna break us down
Break us down break us break us
Don’t let wasted time
Pass us by tell me now
Do you think of me when I think of you
Are you feeling me yea I think you do
We’re gonna find our way
Don’t care bout what they say
Oooooooh
Do you think of me when I think of you
Can you feel the heat yea I think you do
Cuz we’ll be on our way
Ain’t worry bout what they say
Oooooooh
Do you ever think of me
Like the way I think of you
Do you ever think of me
Do you ever ever ever
Do you think of me when I think of you
Are you feeling me yea I think you do
We’re gonna find our way
Don’t care bout what they say
Oooooooh
Do you think of me when I think of you
Can you feel the heat yea I think you do
Cuz we’ll be on our way
Ain’t worry bout what they say
Oooooooh",https://genius.com/Aaron-yan-do-u-think-of-me-lyrics,,"I can’t tell if you want me
But I can tell you I want cha
I know I can make you happy
Give you my sweet love
Won’t let go of your hand
I wanna be be your man
Tell me baby that you need me
Give you my sweet love
See these haters all around
Break us down break us break us
Don’t let wasted time
Pass us by tell me now
Do you think of me when I think of you
Are you feeling me yea I think you do
We’re gonna find our way
Don’t care bout what they say
Do you think of me when I think of you
Can you feel the heat yea I think you do
Cuz we’ll be on our way
Ain’t worry bout what they say
Listen now best believe me
There’s so much I wanna show ya
All I wanna do is make you happy
Give you my sweet love
Won’t let go of your hand
I wanna be be your man
I know baby that you need me
Give you my sweet love
See these haters all around
Break us down break us break us
Don’t let wasted time
Pass us by tell me now
Do you think of me when I think of you
Are you feeling me yea I think you do
We’re gonna find our way
Don’t care bout what they say
Do you think of me when I think of you
Can you feel the heat yea I think you do
Cuz we’ll be on our way
Ain’t worry bout what they say
Do you ever think of me
Like the way I think of you
Do you ever think of me
Do you ever ever ever
Do you think of me when I think of you
Are you feeling me yea I think you do
We’re gonna find our way
Don’t care bout what they say
Do you think of me when I think of you
Can you feel the heat yea I think you do
Cuz we’ll be on our way
Ain’t worry bout what they say",52,60,0.8666666666666667,354
Aaron Yan,aaron_yan,2077182,7385406,Celebrate,"3, 2, 1
And we take off tonight
Pack your bags
'Cause we flyin' so high
All across the globe
We gon' soar the sky
All right
You don't need no passport
Don't you worry about nothing
I just want you to smile
Hear the music now
The party's on fire
Celebrate, Celebrate
Everybody feel all right
Celebrate, Celebrate
Around the world tonight
Celebrate, Celebrate
Together we will harmonize
We gettin' happy tonight
1, 2, 3
We're togethеr
You, me
Can't separate us
Wе're like family
Got good vibes, good people, dope music too
All for you
Doesn't matter what country you come from
It don't matter what language you speak
Always a good time
When you're here with me
Celebrate, Celebrate
You can't help but feel the beat
Celebrate, Celebrate
You gotta move ya feet
Celebrate, Celebrate
Now this is just the way it should be
So come get happy with me
Hey now
Listen to the sound
You can hear the love and found
Good night 晚安
こんばんは
Buenas noches. Comment ça va?
Feel the beat wherever you are
Celebrate, Celebrate
Everybody, feel all right
Celebrate, Celebrate
Around the world tonight
Celebrate, Celebrate
Together we will harmonize
We gettin' happy tonight",https://genius.com/Aaron-yan-celebrate-lyrics,,"And we take off tonight
Pack your bags
'Cause we flyin' so high
All across the globe
We gon' soar the sky
All right
You don't need no passport
Don't you worry about nothing
I just want you to smile
Hear the music now
The party's on fire
Celebrate, Celebrate
Everybody feel all right
Celebrate, Celebrate
Around the world tonight
Celebrate, Celebrate
Together we will harmonize
We gettin' happy tonight
We're togethеr
You, me
Can't separate us
Wе're like family
Got good vibes, good people, dope music too
All for you
Doesn't matter what country you come from
It don't matter what language you speak
Always a good time
When you're here with me
Celebrate, Celebrate
You can't help but feel the beat
Celebrate, Celebrate
You gotta move ya feet
Celebrate, Celebrate
Now this is just the way it should be
So come get happy with me
Hey now
Listen to the sound
You can hear the love and found
Good night 晚安
Feel the beat wherever you are
Celebrate, Celebrate
Everybody, feel all right
Celebrate, Celebrate
Around the world tonight
Celebrate, Celebrate
Together we will harmonize
We gettin' happy tonight",47,51,0.9215686274509803,191
Aaron Yan,aaron_yan,2077182,6325242,Never Let You Go,"Girl I know
There's something on your mind
Baby let it out 'cause we're running out of time
'Cause I know
There's something on your mind
Baby let it out 'cause we're running out of time
'Cause I know
I can see the sign
Baby dont give up 'cause I need you in my life
Slow it down just let me hold you
Close your eyes just let me touch you
'Cause I'll do do anything for ya
Tell me I gotta know
Girl you make me lose control
Tell me Tell me now baby you gotta know
I'm Never gonna let u go
Nеver let
I'll nevеr let you go
Girl I know
It's gonna be alright
Baby don't you worry 'cause we're one of a kind
'Cause I know
I won't let you down
Baby all I need you to do is turn around
Just relax and let me feel you
Free your mind and let me love you
'Cause I'll do do anything for ya
Tell me I gotta know
Let me be your Romeo
Tell me Tell me now baby you gotta know
I'm Never gonna let u go
Never let
I'll never let you go
I'll never let you go
Tell me I gotta know
Girl you make me lose control
Tell me Tell me now baby you gotta know
I'm Never gonna let u go
Never let
I'll never let you go
Tell me I gotta know
Baby you gotta know
I'll never let you go
I'll never let you go
Tell me I gotta know",https://genius.com/Aaron-yan-never-let-you-go-lyrics,,"Girl I know
There's something on your mind
Baby let it out 'cause we're running out of time
'Cause I know
There's something on your mind
Baby let it out 'cause we're running out of time
'Cause I know
I can see the sign
Baby dont give up 'cause I need you in my life
Slow it down just let me hold you
Close your eyes just let me touch you
'Cause I'll do do anything for ya
Tell me I gotta know
Girl you make me lose control
Tell me Tell me now baby you gotta know
I'll nevеr let you go
Girl I know
It's gonna be alright
Baby don't you worry 'cause we're one of a kind
'Cause I know
I won't let you down
Baby all I need you to do is turn around
Just relax and let me feel you
Free your mind and let me love you
'Cause I'll do do anything for ya
Tell me I gotta know
Let me be your Romeo
Tell me Tell me now baby you gotta know
I'll never let you go
I'll never let you go
Tell me I gotta know
Girl you make me lose control
Tell me Tell me now baby you gotta know
I'll never let you go
Tell me I gotta know
Baby you gotta know
I'll never let you go
I'll never let you go
Tell me I gotta know",39,45,0.8666666666666667,238
Aaron Yan,aaron_yan,2077182,7385405,Waiting in Line,"When I see you
With all these different guys
When I see you
Girl I just don't know why
You come to me
Tell me you wanna try
You come to me
I say just come inside
Don’t think about it
Don't ever doubt it
Girl cuz I
I really need it need it need it
Don't keep me waiting in line
Baby won’t you be mine
Cuz I know the other guys wasting your time
Girl I'm here for ya
Girl I'm here for ya
Don't keep me waiting in line
Baby won't you be mine
Cuz I know the other guys wasting your time
Girl I'm here for ya
Girl I'm here for ya
Woah woah woah woah
When I see you
With all these diffеrent guys
When I see you
Girl I just don't know why
You come to mе
Tell me you wanna try
You come to me
I say just come inside
Don’t think about it
Don’t ever doubt it
Girl cuz I
I really need it need it need it
Don't keep me waiting in line
Baby won’t you be mine
Cuz I know the other guys wasting your time
Girl I'm here for ya
Girl I'm here for ya
Don't keep me waiting in line
Baby won’t you be mine
Cuz I know the other guys wasting your time
Girl I'm here for ya
Girl I'm here for ya
Woah woah woah woah",https://genius.com/Aaron-yan-waiting-in-line-lyrics,,"When I see you
With all these different guys
When I see you
Girl I just don't know why
You come to me
Tell me you wanna try
You come to me
I say just come inside
Don’t think about it
Don't ever doubt it
I really need it need it need it
Don't keep me waiting in line
Baby won’t you be mine
Cuz I know the other guys wasting your time
Girl I'm here for ya
Girl I'm here for ya
Don't keep me waiting in line
Baby won't you be mine
Cuz I know the other guys wasting your time
Girl I'm here for ya
Girl I'm here for ya
When I see you
With all these diffеrent guys
When I see you
Girl I just don't know why
You come to mе
Tell me you wanna try
You come to me
I say just come inside
Don’t think about it
Don’t ever doubt it
I really need it need it need it
Don't keep me waiting in line
Baby won’t you be mine
Cuz I know the other guys wasting your time
Girl I'm here for ya
Girl I'm here for ya
Don't keep me waiting in line
Baby won’t you be mine
Cuz I know the other guys wasting your time
Girl I'm here for ya
Girl I'm here for ya",42,46,0.9130434782608695,226
Aaron Yan,aaron_yan,2077182,6325227,Skywalkers,"通り過ぎて行く　時間に手を振り
We gotta move on いつだって
旅立とう Let's fly high SKYWALKERS
ニュースやスケジュール　忙(せわ)しなくon display
細切れの時間では　夢さえもshort version
今いる世界が　窮屈になったら
I wanna set you free 目を閉じて
出かけようUse your imagination
(日常を) Alright, Free your mind
(脱ぎ捨て) Oh baby 自由になろう
(Go on a Mindtrip Oh baby)
Let's fly high We are SKYWALKERS
Everybody Fly and shine
怖がらないで
Just have fun
飛ぼうぜBaby
Through the stars
飛び交うレーザービーム
Through the night
Let's fly high We are SKYWALKERS
Fly and shine 一起走
Just have fun ヤバいくらいに
Through the stars 一起跳
Through the night Let's fly high Super SKYWALKERS
君が望むなら　いつだって行ける
At 12midnight 待ち合わせ
出かけよう Use your imagination
(ココロを) Alright, Be yourself
(着替えて) Oh baby 感じてみて
(Don't stop Starship Oh baby)
Let's fly high We are SKYWALKERS
Everybody Fly and shine
宇宙の果てまで
Just have fun
行こうぜBaby
Through the stars
流星はSkateboard
Through the night
Let's fly high We are SKYWALKERS
Fly and shine 一起唱
Just have fun ハマってCrazy
Through the stars 一起玩
Through the night
Everybody Fly and shine
怖がらないで
Just have fun
飛ぼうぜBaby
Through the stars
飛び交うレーザービーム
Through the night
Let's fly high We are SKYWALKERS
Fly and shine 一起走
Just have fun ヤバいくらいに
Through the stars 一起跳
Through the night Let's fly high Super SKYWALKERS",https://genius.com/Aaron-yan-skywalkers-lyrics,,"旅立とう Let's fly high SKYWALKERS
I wanna set you free 目を閉じて
(日常を) Alright, Free your mind
Let's fly high We are SKYWALKERS
Everybody Fly and shine
Just have fun
Through the stars
Through the night
Let's fly high We are SKYWALKERS
Fly and shine 一起走
Through the stars 一起跳
Through the night Let's fly high Super SKYWALKERS
(Don't stop Starship Oh baby)
Let's fly high We are SKYWALKERS
Everybody Fly and shine
Just have fun
Through the stars
Through the night
Let's fly high We are SKYWALKERS
Fly and shine 一起唱
Just have fun ハマってCrazy
Through the stars 一起玩
Through the night
Everybody Fly and shine
Just have fun
Through the stars
Through the night
Let's fly high We are SKYWALKERS
Fly and shine 一起走
Through the stars 一起跳
Through the night Let's fly high Super SKYWALKERS",31,55,0.5636363636363636,137
